鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"大同區","租賃房屋","臺北市大同區延平北路一段６６巷６號九樓","0.0","","","","1140312","土地0建物1車位0","九層","9","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0711203","37.489999999999995","1","0","1","有","有","有","13000","347","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPXNMLRKLHKGFBA48CC","獨立套房","有","1140325~1150324","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區青年路１０６巷３號","0.0","","","","1140311","土地0建物1車位0","一層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0640403","36.4","1","1","1","有","無","有","16000","440","","0.0","0","","RPROMLRKLHKGFBA97CC","獨立套房","無","1140325~1150324","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西園路２段２８３號","0.0","","","","1140314","土地0建物0車位0","全","4","透天厝","工業用","鋼筋混凝土造","0621004","19.17","15","0","15","有","無","有","16000","835","","0.0","0","本案為分租套房，本間為301室，租金包含水、網路第四台及垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；","RPSOMLRKLHKGFBA08CC","分租套房","無","1140314~1150313","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區南京東路二段１４６號","0.0","","","","1140312","土地0建物0車位0","全","4","透天厝","","鋼筋混凝土造","0560720","53.31","12","5","7","有","無","有","22995","431","","0.0","0","出租格局為2/1/1","RPRNMLRKLHKGFCA97CC","分租套房","無","1140409~1150408","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路三段５７號９樓之２","0.0","","","","1140313","土地0建物1車位0","九層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750110","188.88","3","2","2","有","無","無","63000","334","","0.0","0","","RPTNMLRKLHKGFCA18CC","","有","1140501~1170430","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路二段６４號","0.0","","","","1140312","土地0建物0車位0","三層","3","公寓(5樓含以下無電梯)","","加強磚造","","52.06","4","2","2","有","無","有","20000","384","","0.0","0","此件租賃格局為2/1/1","RPUNMLRKLHKGFCA28CC","分租套房","無","1140312~1140414","無","冷氣、熱水器、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路二段６４號","0.0","","","","1140312","土地0建物0車位0","三層","3","公寓(5樓含以下無電梯)","","加強磚造","","52.06","4","2","2","有","無","有","20000","384","","0.0","0","此件租賃格局為2/1/1","RPPOMLRKLHKGFCA87CC","分租套房","無","1140312~1140414","無","冷氣、熱水器、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路一段１０５巷２３號２樓","0.0","","","","1140313","土地0建物0車位0","二層","6","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造","0740730","19.0","6","0","6","有","無","有","15500","816","","0.0","0","本案為分租套房，本間為210室，租金包含水、網路第四台及垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；","RPWOMLRKLHKGFCA58CC","分租套房","無","1140313~1150312","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區內湖路一段４１１巷９弄２４號四樓","0.0","","","","1140313","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670615","76.96","3","2","1","有","無","有","26000","338","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPXOMLRKLHKGFCA68CC","整棟(戶)出租","無","1140325~1150324","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區內湖路三段６０巷１２弄４９號五樓","0.0","","","","1140313","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0721015","96.45","3","2","2","有","無","無","22500","233","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPOPMLRKLHKGFCA87CC","整棟(戶)出租","無","1140330~1150329","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路二段１３７巷３１號三樓","0.0","","","","1140313","土地0建物1車位0","三層","4","公寓(5樓含以下無電梯)","住家用","加強磚造","0570916","47.97","3","1","1","有","無","無","18000","375","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPQPMLRKLHKGFCA08CC","整棟(戶)出租","無","1140315~1150314","無","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區撫遠街４００巷４４號","0.0","","","","1140314","土地0建物1車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0600111","42.44","2","2","1","有","無","有","19000","448","","0.0","0","","RPQNMLRKLHKGFDA97CC","整棟(戶)出租","無","1140315~1150314","無","熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區民生東路五段１６號１樓","109.0","住","","","1140314","土地1建物1車位0","一層","4","店面(店鋪)","見使用執照","鋼筋混凝土造","0710716","67.51","0","0","0","無","無","無","85334","1264","","0.0","0","租金總額含稅；租賃期間有約定不同租金114.5.16-116.5.15 租金85334元116.5.16-118.5.15 租金88747元118.5.16-120-5.15 租金91023元；","RPRNMLRKLHKGFDA08CC","","無","1140516~1200515","無","","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區莊敬路４３１號４樓","0.0","","","","1140311","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0611120","79.2","3","2","1","有","無","有","31200","394","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。多人共同承租3；","RPUNMLRKLHKGFDA38CC","整棟(戶)出租","無","1140315~1150314","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區信義路五段１５０巷４１８弄２２號４樓","0.0","","","","1140311","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0711130","86.63","3","2","1","有","無","有","28500","329","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPVNMLRKLHKGFDA48CC","整棟(戶)出租","無","1140315~1150314","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區八德路三段１５８巷２０弄４０號７樓之７","0.0","","","","1140313","土地0建物1車位0","七層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0661019","34.3","1","0","1","有","有","有","16000","466","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPXNMLRKLHKGFDA68CC","獨立套房","有","1140317~1150316","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區富康街５７號二樓","0.0","","","","1140313","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0630118","45.49","1","1","1","有","無","無","9000","198","","0.0","0","此為台北市社會住宅包租代管計畫之物件。","RPQOMLRKLHKGFDA08CC","獨立套房","無","1140530~1150529","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區大度路３段２７０巷６９號１５樓之８","0.0","","","","1140312","土地0建物1車位0","十五層","19","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1010217","101.39","2","1","1","有","有","無","30008","296","","0.0","0","租賃期間有約定不同租金第六年租金給予八折優惠，第七年租金給予七五折優惠；自第八年起，每月月租金給予七折優惠，至租賃期間屆滿為止。；","RPUNMLRKLHKGFEA48CC","整棟(戶)出租","有","1140312~1230911","有","瓦斯或天然氣","","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區大業路７４１號","0.0","","","","1140313","土地0建物0車位0","全","3","透天厝","住商用","加強磚造","0520101","23.44","11","5","6","有","無","有","14500","619","","0.0","0","","RPXNMLRKLHKGFEA78CC","分租套房","無","1140418~1150417","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區延平北路五段２１７號三樓","0.0","","","","1140313","土地0建物1車位0","三層","3","公寓(5樓含以下無電梯)","住家用","加強磚造","0490410","95.38","3","2","1","有","無","無","14500","152","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPOOMLRKLHKGFEA97CC","整棟(戶)出租","無","1140325~1150324","無","熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區新民路５３之１號七樓之２","0.0","","","","1140313","土地0建物1車位0","七層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0970221","63.28","2","1","2","有","有","有","26000","411","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPPOMLRKLHKGFEA08CC","整棟(戶)出租","有","1140328~1150327","有","熱水器、冰箱","社會住宅代管","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區福國路７１號三樓","0.0","","","","1140316","土地0建物0車位0","三層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0621226","19.17","7","0","7","有","無","有","16000","835","","0.0","0","本案為分租套房，本間為301室，租金包含水、網路第四台、垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；","RPQOMLRKLHKGFEA18CC","分租套房","無","1140316~1150315","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區安和路二段１７１巷１９號１樓１７１巷１９號地下","0.0","","","","1140315","土地0建物2車位0","見其他登記事項","7","華廈(10層含以下有電梯)","見使用執照","鋼筋混凝土造","0690926","113.89","0","0","0","無","無","無","65000","571","","0.0","0","租金總額含稅；","RPRNMLRKLHKGFFA28CC","","無","1140501~1190430","有","","","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區中華路二段２９９號五樓之３４","0.0","","","","1140313","土地0建物1車位0","五層","6","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0610627","35.24","2","1","1","有","無","有","11000","312","","0.0","0","","RPSNMLSKLHKGFAA97CC","整棟(戶)出租","無","1140318~1150315","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區興隆路三段３０４巷３２之１３號地下一層","0.0","","","","1140311","土地0建物1車位0","地下一層","7","華廈(10層含以下有電梯)","一般零售業甲組","鋼筋混凝土造","1030314","29.21","1","0","1","有","有","有","15382","527","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費618元由出租人負擔。","RPUNMLSKLHKGFAA18CC","獨立套房","有","1140311~1150310","有","冷氣、熱水器、洗衣機、電視機","社會住宅包租轉租","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區中華路二段３０９巷５２號二樓","0.0","","","","1140314","土地0建物1車位0","二層","5","公寓(5樓含以下無電梯)","","加強磚造","0560519","27.46","1","0","1","有","無","無","14000","510","","0.0","0","續租案件；","RPWNMLSKLHKGFAA38CC","獨立套房","無","1140314~1150313","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區木新路三段３４５號","0.0","","","","1140316","土地0建物0車位0","全","3","透天厝","","加強磚造","","23.11","8","2","5","有","無","有","18000","779","","0.0","0","本案為分租套房，本為203室，租金包含水、網路第四台、垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；","RPOOMLSKLHKGFAA67CC","分租套房","無","1140316~1150315","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區延平北路一段２２號４樓之２","0.0","","","","1140314","土地0建物1車位0","四層","11","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0670530","25.59","1","0","1","有","有","無","15000","586","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPQNMLSKLHKGFBA87CC","獨立套房","有","1140330~1150329","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區德昌街１８５巷２７弄１號３樓","0.0","","","","1140311","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0710927","86.28","3","2","2","有","無","有","28000","325","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPUNMLSKLHKGFBA28CC","整棟(戶)出租","無","1140320~1150319","無","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區長泰街５９巷１４號４樓","0.0","","","","1140311","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0631211","72.14","2","1","1","有","無","有","17000","236","","0.0","0","","RPROMLSKLHKGFBA08CC","整棟(戶)出租","無","1140315~1170314","無","冷氣、熱水器、電視機、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區漢中街３５號６樓之９","0.0","","","","1140313","土地0建物1車位0","六層","9","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0700703","39.34","1","1","1","有","有","有","16500","419","","0.0","0","續租案件；","RPSOMLSKLHKGFBA18CC","獨立套房","有","1140410~1150409","有","冷氣、熱水器、洗衣機、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區桂林路２４６巷４２弄１９號三樓","0.0","","","","1140316","土地0建物1車位0","三層","4","公寓(5樓含以下無電梯)","住家用","加強磚造","0600121","98.35","3","2","1","有","無","無","22000","224","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPTOMLSKLHKGFBA28CC","整棟(戶)出租","無","1140330~1150329","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西園路２段２８３號","0.0","","","","1140314","土地0建物0車位0","全","4","透天厝","工業用","鋼筋混凝土造","0621004","19.17","15","0","15","有","無","有","16000","835","","0.0","0","本案為分租套房，本間為301室，租金包含水、網路第四台及垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；","RPOPMLSKLHKGFBA87CC","分租套房","無","1140314~1150313","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區和平西路３段３０９巷１５弄２７號４樓","0.0","","","","1140317","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","加強磚造","0600908","79.81","3","1","1","有","無","有","20000","251","","0.0","0","","RPPPMLSKLHKGFBA97CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區康樂街１８６巷３５號２樓","0.0","","","","1140314","土地0建物1車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0850517","112.69","5","2","2","有","有","有","26500","235","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPRNMLSKLHKGFCA08CC","整棟(戶)出租","有","1140321~1150320","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
