"鄉鎮市區","總額元","租賃年月日","出租型態","租賃層次(四類)","總樓層數","建物型態","交易筆棟數-土地","交易筆棟數-建物","租賃住宅服務","租賃天數","有無管理組織","有無管理員","有無附傢俱","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","建物總面積平方公尺","屋齡","建材分類","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-冰箱","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"士林區",15000,20083,"整棟(戶)出租","低樓層",3,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,0,0,2,1,1,1,82.36,54,"加強磚造類",1,1,0,0,0,1,0,0,2224.27432689859,242.083333333333,"中和新蘆線",15135.8916753526,135.891675352608,0.00905944502350721
"士林區",82470,20062,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",364,1,1,1,1,3,2,2,1,151.99,40,"鋼筋混凝土造類",1,1,1,1,1,1,0,1,1356.93174038857,404.461538461538,"淡水信義線",76055.6405965305,6414.35940346954,0.0777780938943803
"士林區",25000,20063,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",364,0,0,0,1,2,2,2,1,151.87,27,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,1654.9577447442,271.533333333333,"淡水信義線",44585.7690273322,19585.7690273322,0.783430761093287
"文山區",21000,20088,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,3,1,2,1,83.96,51,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,655.634587277765,319.777777777778,"松山新店線",23479.4992026465,2479.49920264648,0.118071390602213
"中山區",23000,20071,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,1,1,1,1,44.99,13,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,173.88407401737,345.181818181818,"文湖線",26547.8934686782,3547.89346867823,0.154256237768619
"中山區",32000,20071,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",1108,1,0,0,1,3,2,1,1,99.31,41,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,460.458924739761,630.333333333333,"文湖線",38751.8363239643,6751.83632396432,0.210994885123885
"南港區",28500,20065,"獨立套房","中樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,78.93,2,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,651.964413348801,270.388888888889,"板南線",31605.6559979026,3105.65599790265,0.108970385891321
"松山區",26000,20084,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,48.13,44,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,385.719764455478,470.590909090909,"文湖線",17370.8300853009,8629.16991469912,0.331891150565351
"士林區",13000,20087,"獨立套房","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,25.33,26,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,165.559724485044,414.48,"淡水信義線",12929.9596040709,70.0403959290961,0.00538772276377662
"北投區",17000,20090,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",327,0,0,1,0,2,1,1,1,64.18,51,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,511.031920872463,257.066666666667,"淡水信義線",18393.4663305767,1393.46633057668,0.081968607680981
"士林區",19000,20066,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,1,1,1,0,3,2,1,1,79.52,43,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1537.91024752437,357.904761904762,"淡水信義線",22692.3671123096,3692.36711230965,0.194335111174192
"士林區",21400,20070,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,45.29,48,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,1547.90392759433,443.666666666667,"淡水信義線",18563.350698259,2836.64930174101,0.132553705688832
"松山區",22000,20088,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,2,1,1,1,59.27,34,"鋼筋混凝土造類",1,0,0,0,1,1,0,0,579.680561795831,482.433333333333,"松山新店線",31020.7324861374,9020.73248613741,0.410033294824428
"北投區",84000,20077,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,3,2,2,1,138.41,8,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,271.911391663444,439.966666666667,"淡水信義線",68075.9095753281,15924.0904246719,0.189572505055618
"文山區",27196,20070,"整棟(戶)出租","低樓層",8,"華廈(10層含以下有電梯)",0,1,"未知",364,1,1,1,1,2,2,1,1,92.69,15,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,177.791593375621,273.75,"文湖線",31895.8462980759,4699.84629807591,0.172813880647004
"萬華區",13000,20094,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,1,1,1,1,45.88,49,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,804.132563930603,340.333333333333,"板南線",13874.6853356615,874.68533566153,0.0672834873585792
"內湖區",18800,20090,"獨立套房","低樓層",3,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",249,1,1,1,0,1,0,1,1,72.56,31,"鋼筋混凝土造類",1,1,0,1,1,0,0,0,99.1824346423556,376.333333333333,"文湖線",19902.9670660843,1102.96706608433,0.0586684609619324
"松山區",48000,20094,"未知","低樓層",12,"辦公商業大樓",0,1,"未知",738,1,1,0,1,0,0,0,0,127.43,43,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,431.61139859842,584.538461538462,"文湖線",62571.8833763735,14571.8833763735,0.303580903674447
"松山區",55000,20067,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,2,1,1,1,88.07,6,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,563.454547732877,469.433333333333,"松山新店線",54477.9557737902,522.044226209779,0.00949171320381416
"南港區",34000,20084,"整棟(戶)出租","中樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,0,1,3,2,1,1,131.35,26,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1191.65785193263,190.666666666667,"板南線",28098.7536577571,5901.24634224291,0.173566068889497
"信義區",26000,20083,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,0,1,1,1,0,1,1,41.02,35,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,301.056849487306,447.033333333333,"文湖線",19507.9712044572,6492.02879554281,0.249693415213185
"北投區",20000,20072,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,2,2,1,114.51,43,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,604.0877822593,291.833333333333,"淡水信義線",23001.2338753762,3001.2338753762,0.15006169376881
"萬華區",25000,20081,"獨立套房","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,52.18,17,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,200.067699760654,444.666666666667,"松山新店線",19453.0620850957,5546.93791490434,0.221877516596174
"萬華區",29000,20082,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,3,2,2,1,100.01,37,"鋼筋混凝土造類",1,1,1,1,0,0,0,0,1162.8220778141,259.266666666667,"板南線",25723.4526398908,3276.54736010922,0.112984391727904
"大同區",15000,20071,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,30.86,16,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,482.60299883915,422.153846153846,"中和新蘆線",16766.1881578459,1766.18815784594,0.11774587718973
"萬華區",9000,20094,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,1,1,1,1,43.99,49,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1544.47770569789,326.466666666667,"中和新蘆線",14517.1188831951,5517.1188831951,0.6130132092439
"中山區",20000,20084,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",528,1,1,1,1,1,1,1,1,36.16,44,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,400.742423974822,462.833333333333,"中和新蘆線",15212.6316975569,4787.36830244307,0.239368415122154
"松山區",65000,20084,"未知","低樓層",4,"店面(店鋪)",0,1,"未知",1856,0,0,0,0,0,0,1,1,92.37,52,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,395.879097469985,467,"松山新店線",88485.7193633416,23485.7193633416,0.361318759436025
"松山區",29000,20070,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,0,1,1,2,1,1,1,53.9,11,"鋼筋混凝土造類",1,1,1,1,1,1,0,1,276.292540972276,465.266666666667,"松山新店線",27559.5655250899,1440.43447491008,0.0496701543072442
"士林區",17000,20069,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,2,2,1,1,90,52,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,635.599270753783,370.5,"淡水信義線",24093.7258696999,7093.72586969986,0.417277992335286
"大安區",18000,20067,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,0,1,1,1,0,1,1,36.68,40,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,249.02757684792,506.263157894737,"文湖線",16466.0065358131,1533.99346418685,0.0852218591214918
"大安區",120000,20083,"未知","低樓層",7,"店面(店鋪)",0,1,"未知",1094,1,1,0,1,0,0,1,1,226.46,42,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,390.185444565528,501.2,"淡水信義線",146438.417657663,26438.417657663,0.220320147147191
"萬華區",15000,20088,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,1,1,1,1,31.18,49,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,850.264759818602,366.333333333333,"板南線",11155.0871270193,3844.91287298068,0.256327524865379
"中山區",12000,20084,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,41.2,45,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,250.413168359782,443.7,"中和新蘆線",13630.6908472417,1630.69084724173,0.135890903936811
"內湖區",28000,20084,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,1,1,1,70.92,46,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,144.464145718008,435.166666666667,"文湖線",25176.4625917241,2823.53740827593,0.10084062172414
"中山區",34000,20096,"整棟(戶)出租","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,2,1,1,1,48.12,19,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,143.337738996926,493.166666666667,"中和新蘆線",32058.5102364806,1941.48976351942,0.0571026401035125
"中山區",19800,20087,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,40.86,40,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,352.584658056854,474.8,"中和新蘆線",15799.1743980861,4000.82560191394,0.202061899086562
"南港區",90000,20091,"未知","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",1095,0,0,0,0,0,0,0,0,84.8,45,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,392.174287284035,383.5,"文湖線",41127.34081685,48872.65918315,0.543029546479445
"信義區",205800,20067,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",31,1,1,1,1,2,1,2,1,159,8,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,107.046484736033,510.133333333333,"板南線",202547.528802477,3252.47119752306,0.0158040388606563
"信義區",141750,20067,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",61,1,1,1,1,2,1,1,1,112,8,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,107.046484736033,510.133333333333,"板南線",144669.225233735,2919.2252337352,0.0205941815431054
"北投區",15000,20094,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",364,1,1,1,1,2,2,2,1,76.92,47,"鋼筋混凝土造類",1,0,1,1,1,0,0,0,921.242524800341,282.866666666667,"新北投支線",26476.1507965082,11476.1507965082,0.765076719767216
"中正區",35000,20070,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"一般轉租",364,0,0,1,0,4,1,1,1,85.37,57,"鋼筋混凝土造類",1,1,1,1,1,0,1,1,627.73628082947,404.633333333333,"松山新店線",35996.711604671,996.711604671014,0.0284774744191718
"文山區",10000,20094,"獨立套房","中樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,23.81,15,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,307.580621289136,335.095238095238,"松山新店線",12800.234180424,2800.23418042401,0.280023418042401
"中正區",30000,20078,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",364,0,0,1,0,3,2,1,1,102.7,47,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,377.899934186355,398.846153846154,"松山新店線",29576.3978879334,423.602112066568,0.0141200704022189
"萬華區",18000,20092,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",729,0,0,1,0,3,2,1,1,80.57,49,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,893.138831386523,275.555555555556,"板南線",21687.3355421782,3687.33554217824,0.204851974565458
"大同區",28000,20084,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,2,2,1,1,76.46,51,"鋼筋混凝土造類",1,1,1,1,0,1,0,0,538.052374053706,341.714285714286,"淡水信義線",21815.8390340909,6184.16096590913,0.220862891639612
"萬華區",15000,20095,"獨立套房","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,26.92,43,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,441.655872872252,393.6,"松山新店線",13029.1843029392,1970.81569706083,0.131387713137389
"內湖區",35000,20090,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"未知",729,0,0,0,0,3,1,1,1,91.19,40,"鋼筋混凝土造類",0,1,0,0,0,0,0,0,486.693390428156,264.3,"文湖線",25321.3012646176,9678.69873538245,0.276534249582356
"中山區",11000,20075,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,39.58,42,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,362.108958552448,439.066666666667,"中和新蘆線",15125.6009297,4125.60092969999,0.375054629972726
"信義區",28000,20087,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,1,2,1,95.82,33,"鋼筋混凝土造類",0,1,0,0,0,1,0,0,1086.3827367661,372.3,"淡水信義線",24494.2040078298,3505.79599217016,0.125206999720363
"松山區",34000,20074,"獨立套房","中樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,0,1,1,1,1,1,55.94,16,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,99.0594501068403,595.375,"松山新店線",34312.7734283913,312.773428391258,0.00919921848209582
"南港區",15000,20078,"獨立套房","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,41.79,29,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,699.008031523764,363.333333333333,"板南線",16855.6448102082,1855.64481020818,0.123709654013879
"信義區",22500,20087,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,3,2,1,1,95.77,42,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1517.23591577936,347.333333333333,"淡水信義線",23216.1739322407,716.173932240665,0.0318299525440295
"士林區",90000,20075,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",729,1,0,0,1,4,2,2,1,242.01,38,"鋼筋混凝土造類",0,0,1,0,0,0,0,0,2301.19588635165,462,"淡水信義線",84736.233739428,5263.76626057203,0.0584862917841336
"大安區",25900,20070,"獨立套房","中樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,32.07,16,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,413.89122982286,696.133333333333,"文湖線",21329.6676839397,4570.33231606027,0.176460707183794
"文山區",19400,20089,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,34.04,47,"鋼筋混凝土造類",1,0,1,0,1,0,0,0,147.653341217578,308.142857142857,"松山新店線",15903.6057259499,3496.39427405014,0.180226508971657
"文山區",29000,20074,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,1,0,3,2,1,1,93.38,47,"鋼筋混凝土造類",1,1,1,1,1,1,1,0,1842.81505202597,288.655172413793,"文湖線",20944.5857110796,8055.41428892036,0.277772906514495
"內湖區",29000,20091,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,3,2,2,1,95.23,40,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,1069.10750182909,263.65,"文湖線",22955.4554490361,6044.5445509639,0.208432570722893
"中山區",11300,20075,"獨立套房","中樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,38.01,43,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,203.051799793502,511.1,"中和新蘆線",10429.4166088061,870.583391193915,0.0770427779817624
"內湖區",26000,20097,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",344,0,0,1,0,3,2,2,1,97,43,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,285.508341057514,307.681818181818,"文湖線",22939.7610231837,3060.23897681632,0.11770149910832
"松山區",22000,20076,"整棟(戶)出租","中樓層",20,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,0,1,1,0,1,1,34.65,35,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,764.062798264037,504,"松山新店線",19543.2152712594,2456.78472874065,0.111672033124575
"士林區",11000,20075,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,1,1,1,1,35.97,54,"鋼筋混凝土造類",0,1,0,0,0,1,0,0,737.072430526011,394.066666666667,"淡水信義線",12214.3211040216,1214.32110402158,0.110392827638326
"士林區",30000,20091,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,3,1,2,1,116.04,53,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,725.161052649721,396.9,"淡水信義線",23817.4725481129,6182.52745188713,0.206084248396238
"大安區",28000,20076,"獨立套房","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,0,1,1,1,1,1,53.34,16,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,321.572111724264,599.071428571429,"淡水信義線",34757.4924691192,6757.49246911918,0.241339016754257
"大安區",44380,20072,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",1094,0,0,1,1,3,2,2,1,121.27,38,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,298.540510258292,474.266666666667,"文湖線",49297.2296361335,4917.22963613346,0.110798324383359
"信義區",26500,20081,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"未知",180,0,0,0,0,3,2,1,1,78.6,53,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,387.084018341712,602.033333333333,"板南線",36490.6069290753,9990.60692907531,0.377004035059446
"北投區",25000,20079,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",364,0,0,1,0,3,2,1,1,88.84,46,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,410.854309012543,293.809523809524,"淡水信義線",26926.2089396936,1926.20893969362,0.0770483575877447
"中山區",71000,20088,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,3,2,2,1,144.4,39,"鋼筋混凝土造類",1,1,0,0,1,1,0,0,486.569278390175,459.566666666667,"文湖線",50946.6748965669,20053.3251034331,0.282441198639903
"中正區",29000,20088,"整棟(戶)出租","低樓層",3,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,1,1,1,93.31,49,"鋼筋混凝土造類",0,1,0,0,0,1,0,0,494.096937775886,463.833333333333,"淡水信義線",22318.0577771021,6681.94222289787,0.230411800789582
"文山區",25000,20092,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",349,0,0,1,0,2,1,1,1,53.93,35,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1318.02780773581,272.583333333333,"松山新店線",17159.3126264987,7840.68737350127,0.313627494940051
"萬華區",18500,20091,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,0,0,1,1,1,0,1,1,77.78,28,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,684.599345923321,373.166666666667,"松山新店線",18214.2842788504,285.715721149558,0.0154440930351112
"內湖區",21000,20096,"獨立套房","低樓層",21,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,60.33,27,"鋼筋混凝土造類",1,1,0,1,1,0,0,0,509.262476212774,377.833333333333,"文湖線",20718.7142706804,281.285729319628,0.0133945585390299
"北投區",27500,20081,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,2,1,1,74.01,45,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,390.50979554719,295.764705882353,"淡水信義線",23788.7954848206,3711.20451517944,0.134952891461071
"士林區",25000,20091,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,1,1,1,0,2,2,1,1,94.7,34,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,2108.01803677871,278.884615384615,"中和新蘆線",19451.167097903,5548.83290209704,0.221953316083882
"萬華區",18000,20098,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",151,0,0,1,0,2,1,1,1,54.05,52,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,374.042930861882,281.266666666667,"板南線",14567.9223352874,3432.07766471261,0.190670981372923
"中山區",14000,20092,"獨立套房","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,0,0,1,1,1,0,1,1,26.28,47,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,548.591190442431,592.266666666667,"松山新店線",14198.2033585015,198.203358501472,0.0141573827501052
"內湖區",30000,20098,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,3,1,1,1,83.24,45,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,417.583588978369,306.379310344828,"文湖線",22170.281231966,7829.71876803397,0.260990625601132
"信義區",28500,20090,"整棟(戶)出租","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,0,0,0,0,41.41,19,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,305.713817826518,385.666666666667,"板南線",29243.6259282654,743.625928265392,0.0260921378338734
"北投區",20000,20094,"獨立套房","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,62.91,39,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,616.985908022853,284.96,"新北投支線",15882.2001859584,4117.79981404162,0.205889990702081
"文山區",15000,20097,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,0,0,3,1,2,1,77.36,47,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,1337.15727328473,258.9,"松山新店線",19046.4515921744,4046.45159217436,0.269763439478291
"大同區",18000,20094,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,2,1,1,1,73.81,50,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,676.176586755971,488.8,"淡水信義線",18973.0008154952,973.000815495234,0.0540556008608463
"內湖區",20000,20090,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",1,1,"一般代管",364,0,0,0,0,3,2,2,1,103.14,40,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1013.80347726843,263.766666666667,"文湖線",26231.4563785162,6231.45637851619,0.31157281892581
"中山區",58000,20095,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,3,2,1,1,120.76,13,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,338.252710618221,606,"中和新蘆線",62566.0479940593,4566.04799405929,0.0787249654148154
"中山區",73000,20091,"整棟(戶)出租","中樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",31,1,1,1,1,1,1,1,1,69.6,15,"鋼筋混凝土造類",1,1,1,1,1,0,1,1,355.917599204328,677.9,"中和新蘆線",63802.7199037538,9197.28009624616,0.125990138304742
"內湖區",33000,20102,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",729,0,0,1,0,3,2,2,1,94.3,38,"鋼筋混凝土造類",1,0,0,0,0,0,0,0,176.973911991809,348.551724137931,"文湖線",28129.8656132857,4870.13438671434,0.147579829900434
"松山區",65000,20099,"未知","低樓層",4,"店面(店鋪)",0,1,"未知",729,0,0,0,0,0,0,1,1,92.37,52,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,399.262448577366,470.466666666667,"松山新店線",57398.6689590091,7601.33104099092,0.116943554476783
"南港區",29000,20092,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,2,2,1,93.51,46,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,923.239974584366,377.466666666667,"板南線",28018.0166663448,981.983333655189,0.033861494263972
"松山區",59800,20094,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"未知",774,0,0,0,0,4,2,2,1,122.19,54,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,824.0848619515,579.233333333333,"松山新店線",47556.6500850991,12243.3499149009,0.20473829289132
